,/amdcpu/0/load/1,/amdcpu/0/load/2,/amdcpu/0/load/3,/amdcpu/0/load/4,/amdcpu/0/load/0,/amdcpu/0/clock/1,/amdcpu/0/clock/2,/amdcpu/0/clock/3,/amdcpu/0/clock/4,/amdcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/atigpu/0/temperature/0,/atigpu/0/fan/0,/atigpu/0/control/0,/atigpu/0/load/0,/atigpu/2/temperature/0,/atigpu/2/clock/0,/atigpu/2/clock/1,/atigpu/2/load/0,/hdd/0/temperature/0,/hdd/0/load/0
09/29/2021 15:24:20,87.69231,73.8461456,83.07693,83.07693,81.92308,2253.952,2253.952,2253.952,2253.952,195.995819,56.7082367,3.94596481,3.01239777,0,0,20,0,38,381.55,930.55,7,44,48.1647758
09/29/2021 15:24:21,79.6875,78.125,79.6875,75,78.125,2253.95166,2253.95166,2253.95166,2253.95166,195.995789,57.1469727,3.97649384,2.98186874,0,0,20,0,38,361.53,932.079956,5,44,48.1647758
09/29/2021 15:24:22,58.4615364,55.384613,61.53846,61.53846,59.23077,2253.95117,2253.95117,2253.95117,2253.95117,195.995743,57.34028,3.98994446,2.96841812,0,0,20,0,38,382.069977,891.85,7,44,48.1647758
09/29/2021 15:24:23,50,32.8125,39.0625,54.6875,44.140625,2253.95044,2253.95044,2253.95044,2253.95044,195.9957,57.5412521,4.003929,2.95443344,0,0,20,0,38,344.71,872.38,4,44,48.1647758
09/29/2021 15:24:24,29.6875,29.6875,34.375,29.6875,30.859375,2253.95215,2253.95215,2253.95215,2253.95215,195.99585,57.66702,4.01268,2.94568253,0,0,20,0,38,346.08,844.62,3,44,48.1647758
09/29/2021 15:24:25,48.4375,45.3125,37.5,29.6875,40.234375,2253.95264,2253.95264,2253.95264,2253.95264,195.99588,57.6796227,4.01355743,2.94480515,0,0,20,0,38,333.99,869.459961,2,44,48.1647758
09/29/2021 15:24:26,10.76923,10.76923,13.8461533,9.230768,11.153841,2253.9502,2253.9502,2253.9502,2253.9502,195.995667,57.6780357,4.013447,2.94491577,0,0,20,0,38,315.99,778.22,1,44,48.1647758
09/29/2021 15:24:27,17.1875,14.0625,14.0625,12.5,14.453125,2253.95117,2253.95117,2253.95117,2253.95117,195.995758,57.632206,4.01025772,2.94810486,0,0,20,0,37,308.509979,729.86,0,44,48.1647758
09/29/2021 15:24:28,23.0769215,7.69230747,18.4615364,16.9230766,16.53846,2253.94922,2253.94922,2253.94922,2253.94922,195.99559,57.7132874,4.01589966,2.942463,0,0,20,0,37,309.84,734.32,0,44,48.1647758
09/29/2021 15:24:29,12.3076916,10.76923,15.3846149,19.9999981,14.615387,2253.95239,2253.95239,2253.95239,2253.95239,195.995865,57.7334061,4.01729965,2.941063,0,0,20,0,37,306.8,745.519958,0,44,48.1647758
09/29/2021 15:24:30,42.1875,42.1875,42.1875,17.1875,35.9375,2253.952,2253.952,2253.952,2253.952,195.995819,57.8070869,4.02242661,2.935936,0,0,20,0,37,306.18,830.699951,0,44,48.1647758
09/29/2021 15:24:31,16.9230766,15.3846149,15.3846149,16.9230766,16.1538429,2253.95068,2253.95068,2253.95068,2253.95068,195.9957,57.8254471,4.02370453,2.934658,0,0,20,0,37,305.75,749.55,0,44,48.1647758
09/29/2021 15:24:32,23.4375,17.1875,21.875,32.8125,23.828125,2253.9502,2253.9502,2253.9502,2253.9502,195.995667,57.8189278,4.02325058,2.935112,0,0,20,0,37,305.09,732.68,0,44,48.1647758
09/29/2021 15:24:33,24.6153831,13.8461533,9.230768,19.9999981,16.9230766,2253.95264,2253.95264,2253.95264,2253.95264,195.9959,57.7344437,4.017372,2.94099045,0,0,20,0,37,308.669983,719.73,0,44,48.1647758
09/29/2021 15:24:34,32.8125,20.3125,25,29.6875,26.953125,2253.95239,2253.95239,2253.95239,2253.95239,195.99585,57.4105034,3.994831,2.96353149,0,0,20,0,37,305.6,790.61,0,44,48.1647758
09/29/2021 15:24:35,83.07693,86.15385,81.53846,81.53846,83.07693,2253.95068,2253.95068,2253.95068,2253.95068,195.995712,57.60682,4.00849152,2.949871,0,0,20,0,37,379.259979,880.31,8,44,48.1647758
09/29/2021 15:24:36,87.30159,87.30159,82.53968,88.88889,86.5079346,2253.95215,2253.95215,2253.95215,2253.95215,195.99585,57.46368,3.99853134,2.95983124,0,0,20,0,38,411.99,909.75,8,44,48.1647758
09/29/2021 15:24:37,59.375,48.4375,40.625,53.125,50.390625,2253.94971,2253.94971,2253.94971,2253.94971,195.995636,57.57552,4.00631332,2.95204926,0,0,20,0,38,399.169983,891.99,9,44,48.1647758
09/29/2021 15:24:38,45.3125,43.75,50,45.3125,46.09375,2253.95215,2253.95215,2253.95215,2253.95215,195.99585,57.6235428,4.009655,2.94870758,0,0,20,0,38,353.28,791.82,4,44,48.1647758
09/29/2021 15:24:39,44.6153831,39.9999962,32.30769,41.53846,39.61538,2253.95166,2253.95166,2253.95166,2253.95166,195.9958,57.7193146,4.01631927,2.9420433,0,0,20,0,38,369.319977,810.18,6,44,48.16478
09/29/2021 15:24:40,70.3125,76.5625,64.0625,75,71.484375,2253.951,2253.951,2253.951,2253.951,195.995728,57.5866432,4.00708771,2.95127487,0,0,20,0,38,376.61,864.329956,6,44,48.16478
09/29/2021 15:24:41,18.75,32.8125,18.75,23.4375,23.4375,2253.951,2253.951,2253.951,2253.951,195.995743,57.43013,3.99619675,2.96216583,0,0,20,0,38,336,812.8,2,44,48.16478
09/29/2021 15:24:42,18.75,7.8125,10.9375,10.9375,12.109375,2253.9502,2253.9502,2253.9502,2253.9502,195.995667,57.5182266,4.002327,2.95603561,0,0,20,0,37,315.72,741.589966,1,44,48.16478
09/29/2021 15:24:43,64.0625,56.25,59.375,62.5,60.546875,2253.95337,2253.95337,2253.95337,2253.95337,195.995941,57.6311073,4.01018143,2.94818115,0,0,20,0,38,311.65,825.01,0,44,48.16478
09/29/2021 15:24:44,75.38461,73.8461456,73.8461456,70.7692261,73.46153,2253.949,2253.949,2253.949,2253.949,195.99556,57.78702,4.02103043,2.93733215,0,0,20,0,38,315.82,893.04,1,44,48.16478
09/29/2021 15:24:45,54.6875,53.125,75,53.125,58.984375,2253.95435,2253.95435,2253.95435,2253.95435,195.996017,57.772438,4.02001572,2.93834686,0,0,20,0,38,315.72998,918.44,1,44,48.16478
09/29/2021 15:24:46,20.63492,19.0476189,20.63492,20.63492,20.23809,2253.951,2253.951,2253.951,2253.951,195.995743,57.7780838,4.02040863,2.937954,0,0,20,0,37,312.78,786.19,1,44,48.16478
09/29/2021 15:24:47,24.6153831,7.69230747,10.76923,12.3076916,13.8461533,2253.95068,2253.95068,2253.95068,2253.95068,195.995712,57.66022,4.012207,2.94615555,0,0,20,0,37,309.199982,743.899963,0,44,48.16478
09/29/2021 15:24:48,50,48.4375,42.1875,57.8125,49.609375,2253.952,2253.952,2253.952,2253.952,195.995819,57.626503,4.009861,2.94850159,0,0,20,0,37,356.55,844.81,6,44,48.16478
09/29/2021 15:24:49,53.125,45.3125,43.75,53.125,48.828125,2253.95068,2253.95068,2253.95068,2253.95068,195.995712,57.6309967,4.010174,2.94818878,0,0,20,0,37,379,809.43,6,44,48.16478
09/29/2021 15:24:50,62.5,48.4375,53.125,67.1875,57.8125,2253.95166,2253.95166,2253.95166,2253.95166,195.9958,57.692894,4.01448059,2.943882,0,0,20,0,38,337.62,887.68,3,44,48.16478
09/29/2021 15:24:51,12.3076916,7.69230747,9.230768,23.0769215,13.0769253,2253.95313,2253.95313,2253.95313,2253.95313,195.995911,57.7332954,4.017292,2.94107056,0,0,20,0,38,316.84,800.69,1,44,48.16478
09/29/2021 15:24:52,41.53846,38.4615364,38.4615364,49.2307663,41.9230766,2253.95044,2253.95044,2253.95044,2253.95044,195.995682,57.74475,4.01808929,2.94027328,0,0,20,0,38,348.05,807.57,3,44,48.16478
09/29/2021 15:24:53,65.625,68.75,59.375,62.5,64.0625,2253.95068,2253.95068,2253.95068,2253.95068,195.995712,57.5733833,4.00616455,2.952198,0,0,20,0,38,404.539978,873.3,5,44,48.16478
09/29/2021 15:24:54,50,48.4375,42.1875,42.1875,45.703125,2253.95166,2253.95166,2253.95166,2253.95166,195.995789,57.5499725,4.00453568,2.953827,0,0,20,0,38,368.55,868.56,4,44,48.16478
09/29/2021 15:24:55,81.25,79.6875,81.25,78.125,80.078125,2253.9502,2253.9502,2253.9502,2253.9502,195.995667,57.77814,4.02041245,2.93795013,0,0,20,0,38,346.52,909.22,4,44,48.16478
09/29/2021 15:24:56,57.8125,40.625,53.125,50,50.390625,2253.95166,2253.95166,2253.95166,2253.95166,195.995789,57.83302,4.024231,2.93413162,0,0,20,0,38,321.87,859.97,2,44,48.16478
09/29/2021 15:24:57,43.07692,50.7692337,56.92308,47.6923065,49.6153831,2253.95215,2253.95215,2253.95215,2253.95215,195.995834,57.9086151,4.02949142,2.92887115,0,0,20,0,38,317.22,906.69,1,44,48.16478
09/29/2021 15:24:58,43.07692,60.0000038,41.53846,49.2307663,48.46154,2253.95142,2253.95142,2253.95142,2253.95142,195.995773,58.04556,4.03902054,2.919342,0,0,20,0,38,319.889984,849.66,1,44,48.16478
09/29/2021 15:24:59,36.9230728,43.07692,41.53846,35.384613,39.2307625,2253.951,2253.951,2253.951,2253.951,195.995728,58.17236,4.047844,2.91051865,0,0,20,0,38,314.69,851.44,1,44,48.16478
09/29/2021 15:25:00,53.125,68.75,75,81.25,69.53125,1763.96228,2253.952,2253.952,2253.952,195.9958,58.2788277,4.055252,2.9031105,0,0,20,0,38,312.44,902.79,1,44,48.16478
09/29/2021 15:25:01,21.53846,58.4615364,38.4615364,35.384613,38.4615364,2253.95068,2253.95068,2253.95068,2253.95068,195.995712,58.3401146,4.059517,2.89884567,0,0,20,0,38,309.77,866.889954,0,44,48.16478
09/29/2021 15:25:02,36.9230728,47.6923065,49.2307663,35.384613,42.3076859,2253.95068,2253.95068,2253.95068,2253.95068,195.995712,58.3363342,4.05925369,2.899109,0,0,20,0,38,311.93,908.99,0,44,48.16478
09/29/2021 15:25:03,28.125,45.3125,42.1875,42.1875,39.453125,2253.952,2253.952,2253.952,2253.952,195.995819,58.3778343,4.06214142,2.89622116,0,0,20,0,38,309.84,867.1,0,44,48.16478
09/29/2021 15:25:04,30.76923,29.2307682,41.53846,33.8461533,33.8461533,2253.95215,2253.95215,2253.95215,2253.95215,195.995834,58.1906738,4.049118,2.90924454,0,0,20,0,38,312.37,828.579956,0,44,48.16478
09/29/2021 15:25:05,56.25,43.75,62.5,56.25,54.6875,2253.95068,2253.95068,2253.95068,2253.95068,195.9957,58.2351341,4.05221176,2.90615082,0,0,20,0,38,311.139984,867.57,0,44,48.16478
09/29/2021 15:25:07,29.2307682,44.6153831,41.53846,24.6153831,34.9999962,2253.95166,2253.95166,2253.95166,2253.95166,195.995789,58.3026161,4.05690765,2.901455,0,0,20,0,38,310.52,905.75,0,44,48.16478
09/29/2021 15:25:08,26.5625,50,32.8125,26.5625,33.984375,2253.952,2253.952,2253.952,2253.952,195.9958,58.2685738,4.05453873,2.90382385,0,0,20,0,38,308.05,875.22,0,44,48.16478
09/29/2021 15:25:09,32.8125,26.5625,43.75,39.0625,35.546875,2253.95142,2253.95142,2253.95142,2253.95142,195.995773,58.3116646,4.057537,2.9008255,0,0,20,0,38,309.419983,911.68,0,44,48.16478
09/29/2021 15:25:10,43.07692,43.07692,30.76923,33.8461533,37.6923065,2253.95117,2253.95117,2253.95117,2253.95117,195.995743,58.3278923,4.058666,2.89969635,0,0,20,0,38,308.539978,925.31,0,44,48.1648254
09/29/2021 15:25:11,62.5,56.25,51.5625,70.3125,60.15625,1763.9613,1763.9613,2253.95068,2253.95068,195.9957,58.3181877,4.057991,2.90037155,0,0,20,0,38,313.41,930.139954,1,44,48.1648254
09/29/2021 15:25:12,42.1875,46.875,48.4375,28.125,41.40625,2253.95117,2253.95117,2253.95117,2253.95117,195.995758,58.32471,4.058445,2.8999176,0,0,20,0,38,311.38,931.94,0,44,48.1648254
09/29/2021 15:25:13,29.2307682,43.07692,46.1538429,35.384613,38.4615364,2253.95166,2253.95166,2253.95166,2253.95166,195.9958,58.27959,4.05530548,2.903057,0,0,20,0,38,307.68,904.37,0,44,48.1648254
09/29/2021 15:25:14,26.1538448,27.6923065,23.0769215,24.6153831,25.3846111,2253.94946,2253.94946,2253.94946,2253.94946,195.9956,58.0836639,4.04167175,2.91669083,0,0,20,0,38,310.97,797.23,0,44,48.1648254
09/29/2021 15:25:15,26.5625,28.125,23.4375,26.5625,26.171875,2253.95313,2253.95313,2253.95313,2253.95313,195.995926,58.1887,4.04898071,2.90938187,0,0,20,0,38,309.46,794.31,0,44,48.1648254
09/29/2021 15:25:16,15.3846149,19.9999981,32.30769,24.6153831,23.0769215,2253.95215,2253.95215,2253.95215,2253.95215,195.995834,58.178833,4.048294,2.91006851,0,0,20,0,38,308.09,806.42,0,44,48.1648254
09/29/2021 15:25:17,15.625,6.25,15.625,12.5,12.5,2253.95,2253.95,2253.95,2253.95,195.995636,58.1025238,4.042984,2.91537857,0,0,20,0,38,310.66,741.1,0,44,48.1648254
09/29/2021 15:25:18,16.9230766,12.3076916,23.0769215,12.3076916,16.1538429,2253.952,2253.952,2253.952,2253.952,195.995819,58.2320633,4.051998,2.90636444,0,0,20,0,38,310.33,730.769958,0,44,48.1648254
09/29/2021 15:25:19,15.3846149,9.230768,13.8461533,13.8461533,13.0769253,2253.94971,2253.94971,2253.94971,2253.94971,195.995636,58.2625465,4.054119,2.90424347,0,0,20,0,38,308.33,733.29,0,44,48.1648254
09/29/2021 15:25:20,15.3846149,10.76923,16.9230766,19.9999981,15.7692318,2253.95361,2253.95361,2253.95361,2253.95361,195.995956,58.3222466,4.05827332,2.90008926,0,0,20,0,37,309.24,743.209961,0,44,48.1648254
09/29/2021 15:25:21,29.6875,35.9375,15.625,54.6875,33.984375,2253.95142,2253.95142,2253.95142,2253.95142,195.995773,58.2000465,4.04977036,2.90859222,0,0,20,0,37,309.009979,828.51,0,44,48.1648254
09/29/2021 15:25:22,9.230768,10.76923,19.9999981,23.0769215,15.7692318,2253.951,2253.951,2253.951,2253.951,195.995728,58.0687523,4.040634,2.91772842,0,0,20,0,37,313.06,741.99,1,44,48.1648254
09/29/2021 15:25:23,28.125,28.125,40.625,29.6875,31.640625,2253.951,2253.951,2253.951,2253.951,195.995728,58.14095,4.045658,2.91270447,0,0,20,0,37,327.75,793.48,2,44,48.1648254
09/29/2021 15:25:24,31.25,26.5625,39.0625,39.0625,33.984375,2253.95142,2253.95142,2253.95142,2253.95142,195.995773,58.1688,4.047596,2.9107666,0,0,20,0,37,346.07,828.93,3,44,48.1648254
09/29/2021 15:25:25,82.8125,84.375,87.5,89.0625,85.9375,2253.95166,2253.95166,2253.95166,2253.95166,195.9958,58.2393,4.05250168,2.905861,0,0,20,0,38,357.87,894.68,5,44,48.1648254
09/29/2021 15:25:26,46.875,57.8125,60.9375,56.25,55.46875,2253.95142,2253.95142,2253.95142,2253.95142,195.995773,58.3557434,4.060604,2.89775848,0,0,20,0,38,350.46,918.85,5,44,48.1648254
09/29/2021 15:25:27,41.53846,24.6153831,24.6153831,27.6923065,29.61538,2253.951,2253.951,2253.951,2253.951,195.995728,58.3858948,4.062702,2.8956604,0,0,20,0,38,335.33,844.079956,3,44,48.1648254
09/29/2021 15:25:28,19.9999981,7.69230747,26.1538448,15.3846149,17.3076859,2253.95117,2253.95117,2253.95117,2253.95117,195.995743,58.3904457,4.063019,2.89534378,0,0,20,0,38,320.56,767.22,1,44,48.1648254
09/29/2021 15:25:29,18.75,9.375,9.375,23.4375,15.234375,2253.95044,2253.95044,2253.95044,2253.95044,195.995682,58.30651,4.0571785,2.901184,0,0,20,0,38,313.08,761.87,1,44,48.1648254
09/29/2021 15:25:30,6.25,10.9375,17.1875,12.5,11.71875,2253.95239,2253.95239,2253.95239,2253.95239,195.995865,58.413414,4.064617,2.89374542,0,0,20,0,38,308.86,732.519958,0,44,48.1648254
09/29/2021 15:25:31,49.2307663,61.53846,64.61538,50.7692337,56.5384636,2253.95166,2253.95166,2253.95166,2253.95166,195.9958,58.3604546,4.060932,2.89743042,0,0,20,0,38,308.85,860.579956,0,44,48.1648254
09/29/2021 15:25:32,25,39.0625,31.25,28.125,30.859375,2253.953,2253.953,2253.953,2253.953,195.995911,58.32844,4.05870438,2.8996582,0,0,20,0,38,307.96,906.279968,0,44,48.1648254
09/29/2021 15:25:33,28.125,43.75,31.25,56.25,39.84375,2253.95044,2253.95044,2253.95044,2253.95044,195.9957,58.3346329,4.05913544,2.89922714,0,0,20,0,38,309.33,923.139954,0,44,48.1648254
09/29/2021 15:25:34,34.375,31.25,42.1875,45.3125,38.28125,2253.951,2253.951,2253.951,2253.951,195.995728,58.09846,4.04270172,2.91566086,0,0,20,0,38,308.289978,829.3,0,44,48.1648254
09/29/2021 15:25:35,7.8125,10.9375,14.0625,17.1875,12.5,2253.95,2253.95,2253.95,2253.95,195.995636,58.18936,4.04902649,2.909336,0,0,20,0,38,305.91,781.87,0,44,48.1648254
09/29/2021 15:25:36,26.5625,9.375,18.75,25,19.921875,2253.95044,2253.95044,2253.95044,2253.95044,195.995682,58.23617,4.05228424,2.90607834,0,0,20,0,38,306.37,784.81,0,44,48.1648254
09/29/2021 15:25:37,6.25,9.375,12.5,3.125,7.8125,2253.95166,2253.95166,2253.95166,2253.95166,195.995789,58.1184158,4.04409027,2.91427231,0,0,20,0,37,304.49,728.55,0,44,48.1648254
09/29/2021 15:25:38,9.375,9.375,10.9375,10.9375,10.15625,2253.952,2253.952,2253.952,2253.952,195.995819,58.20564,4.05015945,2.90820313,0,0,20,0,37,305.36,702.56,0,44,48.1648254
09/29/2021 15:25:39,7.8125,7.8125,9.375,17.1875,10.546875,2253.95215,2253.95215,2253.95215,2253.95215,195.995834,58.164196,4.04727554,2.911087,0,0,20,0,37,304.63,681,0,44,48.1648254
09/29/2021 15:25:40,12.3076916,9.230768,10.76923,16.9230766,12.3076916,2253.95215,2253.95215,2253.95215,2253.95215,195.995834,58.1395264,4.045559,2.91280365,0,0,20,0,37,308.289978,735.839966,0,44,48.16484
09/29/2021 15:25:41,21.875,34.375,20.3125,25,25.390625,2253.94946,2253.94946,2253.94946,2253.94946,195.9956,58.1646843,4.04731,2.9110527,0,0,20,0,37,305.25,807.5,0,44,48.16484
09/29/2021 15:25:42,7.8125,3.125,7.8125,3.125,5.46875,2253.95337,2253.95337,2253.95337,2253.95337,195.995941,58.165947,4.04739761,2.910965,0,0,20,0,37,306.509979,740.13,0,44,48.16484
09/29/2021 15:25:43,9.375,6.25,9.375,9.375,8.59375,2253.951,2253.951,2253.951,2253.951,195.995728,57.9838867,4.034729,2.92363358,0,0,20,0,37,305.02,728.74,0,44,48.16484
