,/amdcpu/0/load/1,/amdcpu/0/load/2,/amdcpu/0/load/3,/amdcpu/0/load/4,/amdcpu/0/load/0,/amdcpu/0/clock/1,/amdcpu/0/clock/2,/amdcpu/0/clock/3,/amdcpu/0/clock/4,/amdcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/atigpu/0/temperature/0,/atigpu/0/clock/0,/atigpu/0/clock/1,/atigpu/0/voltage/0,/atigpu/0/load/0,/atigpu/3/temperature/0,/atigpu/3/clock/0,/atigpu/3/clock/1,/atigpu/3/load/0,/hdd/0/temperature/0,/hdd/0/load/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Core","GPU Core","GPU Core","GPU Core","GPU Memory","GPU Core","Temperature","Used Space"
09/14/2021 10:42:04,59.375,53.125,62.5,75,62.5,1796.627,1796.627,1796.627,1796.627,199.625214,69.85741,4.8609314,2.09743118,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,8,40,44.3012428
09/14/2021 10:42:05,40.625,43.75,32.8125,51.5625,42.1875,1796.62891,1796.62891,1796.62891,1796.62891,199.625427,69.85077,4.86047,2.09789276,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,10,40,44.3012428
09/14/2021 10:42:06,54.6875,46.875,34.375,48.4375,46.09375,1796.62744,1796.62744,1796.62744,1796.62744,199.625275,69.8613,4.86120224,2.09716034,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,9,40,44.3012428
09/14/2021 10:42:07,56.25,59.375,39.0625,51.5625,51.5625,1796.62964,1796.62964,1796.62964,1796.62964,199.6255,69.85581,4.860821,2.09754181,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,7,40,44.3012428
09/14/2021 10:42:08,27.6923065,21.53846,24.6153831,30.76923,26.1538448,1796.62756,1796.62756,1796.62756,1796.62756,199.62529,69.89545,4.863579,2.09478378,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,5,40,44.3012428
09/14/2021 10:42:09,35.9375,35.9375,25,37.5,33.59375,1796.62769,1796.62769,1796.62769,1796.62769,199.6253,69.93081,4.86603928,2.0923233,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,5,40,44.3012428
09/14/2021 10:42:10,30.76923,23.0769215,19.9999981,36.9230728,27.6923065,1796.62781,1796.62781,1796.62781,1796.62781,199.6253,69.96228,4.868229,2.09013367,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,4,40,44.3012428
09/14/2021 10:42:11,48.3146057,44.94382,40.44944,55.05618,47.1910133,1796.63025,1796.63025,1796.63025,1796.63025,199.62558,69.939415,4.866638,2.0917244,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,6,40,44.3012428
09/14/2021 10:42:12,53.8461571,43.58974,35.8974342,38.4615364,42.9487152,1796.626,1796.626,1796.626,1796.626,199.6251,69.9917755,4.870281,2.08808136,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,6,40,44.3012428
09/14/2021 10:42:13,78.125,71.875,76.5625,84.375,77.734375,1796.62793,1796.62793,1796.62793,1796.62793,199.62532,70.00915,4.87149048,2.086872,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,5,40,44.3012428
09/14/2021 10:42:14,60.9375,51.5625,54.6875,60.9375,57.03125,1796.62671,1796.62671,1796.62671,1796.62671,199.625183,69.86502,4.86146164,2.096901,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,4,40,44.3012428
09/14/2021 10:42:15,38.4615364,46.1538429,44.8717957,52.5641022,45.5128174,1796.62769,1796.62769,1796.62769,1796.62769,199.62529,69.387085,4.828205,2.13015747,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,4,40,44.3012428
09/14/2021 10:42:16,18,13.9999981,22.0000038,26,19.9999981,1796.62939,1796.62939,1796.62939,1796.62939,199.625488,69.42327,4.830723,2.12763977,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,4,40,44.3012428
09/14/2021 10:42:17,35.9375,20.3125,23.4375,37.5,29.296875,1796.62952,1796.62952,1796.62952,1796.62952,199.6255,69.45891,4.83320236,2.12516022,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,6,40,44.3012428
09/14/2021 10:42:18,53.125,51.5625,48.4375,53.125,51.5625,1796.6272,1796.6272,1796.6272,1796.6272,199.625244,69.51214,4.83690643,2.12145615,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,7,40,44.3012428
09/14/2021 10:42:19,24.6153831,26.1538448,21.53846,23.0769215,23.84615,1796.62634,1796.62634,1796.62634,1796.62634,199.625153,69.5244751,4.83776474,2.12059784,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,7,40,44.3012428
09/14/2021 10:42:20,40.625,35.9375,28.125,37.5,35.546875,1796.62671,1796.62671,1796.62671,1796.62671,199.625183,69.55221,4.839695,2.1186676,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,8,40,44.3012428
09/14/2021 10:42:21,41.26984,26.9841251,33.3333321,31.7460289,33.3333321,1796.63159,1796.63159,1796.63159,1796.63159,199.625732,69.53001,4.83815,2.12021255,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,9,40,44.3012428
09/14/2021 10:42:22,35.9375,29.6875,40.625,26.5625,33.203125,1796.62756,1796.62756,1796.62756,1796.62756,199.62529,69.5277557,4.83799362,2.120369,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,11,40,44.3012428
09/14/2021 10:42:23,62.5,76.5625,78.125,84.375,75.390625,1796.62854,1796.62854,1796.62854,1796.62854,199.6254,69.5370255,4.83863831,2.11972427,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,11,40,44.3012428
09/14/2021 10:42:24,73.4375,75,76.5625,75,75,1796.62744,1796.62744,1796.62744,1796.62744,199.625275,69.52858,4.838051,2.12031174,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,11,40,44.3012428
09/14/2021 10:42:25,35.9375,29.6875,37.5,21.875,31.25,1796.62915,1796.62915,1796.62915,1796.62915,199.625473,69.51789,4.837307,2.1210556,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,9,40,44.3012428
09/14/2021 10:42:26,17.1875,15.625,25,28.125,21.484375,1796.62744,1796.62744,1796.62744,1796.62744,199.625275,69.54969,4.8395195,2.118843,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,8,40,44.3012428
09/14/2021 10:42:27,28.125,21.875,29.6875,21.875,25.390625,1796.62891,1796.62891,1796.62891,1796.62891,199.625427,69.54914,4.83948135,2.11888123,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,7,40,44.3012428
09/14/2021 10:42:28,46.875,50,48.4375,46.875,48.046875,1796.6283,1796.6283,1796.6283,1796.6283,199.625366,69.47151,4.83407974,2.12428284,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,7,40,44.3012428
09/14/2021 10:42:29,26.5625,18.75,29.6875,23.4375,24.609375,1796.627,1796.627,1796.627,1796.627,199.625214,69.55133,4.839634,2.11872864,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,7,40,44.3012428
09/14/2021 10:42:30,42.1875,32.8125,28.125,35.9375,34.765625,1796.62756,1796.62756,1796.62756,1796.62756,199.62529,69.45874,4.833191,2.12517166,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,7,40,44.30128
09/14/2021 10:42:31,31.25,18.75,26.5625,25,25.390625,1796.62927,1796.62927,1796.62927,1796.62927,199.625473,69.51954,4.83742142,2.12094116,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,7,40,44.30128
09/14/2021 10:42:32,35.9375,34.375,35.9375,35.9375,35.546875,1796.62842,1796.62842,1796.62842,1796.62842,199.625381,69.51954,4.83742142,2.12094116,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,8,40,44.30128
09/14/2021 10:42:33,73.4375,78.125,76.5625,87.5,78.90625,1796.62878,1796.62878,1796.62878,1796.62878,199.625412,69.5318756,4.83827972,2.12008286,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,7,40,44.30128
09/14/2021 10:42:34,71.875,60.9375,70.3125,82.8125,71.484375,1796.62622,1796.62622,1796.62622,1796.62622,199.625137,69.47853,4.834568,2.12379456,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,7,40,44.30128
09/14/2021 10:42:35,28.125,12.5,26.5625,25,23.046875,1796.62891,1796.62891,1796.62891,1796.62891,199.625427,69.4519958,4.83272171,2.12564087,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,7,40,44.30128
09/14/2021 10:42:36,35.9375,34.375,29.6875,34.375,33.59375,1796.62866,1796.62866,1796.62866,1796.62866,199.625412,69.50123,4.83614731,2.12221527,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,5,40,44.30128
09/14/2021 10:42:37,39.0625,31.25,39.0625,43.75,38.28125,1796.62781,1796.62781,1796.62781,1796.62781,199.62532,69.4745255,4.83428955,2.124073,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,4,40,44.30128
09/14/2021 10:42:38,21.875,20.3125,32.8125,26.5625,25.390625,1796.62866,1796.62866,1796.62866,1796.62866,199.625412,69.63011,4.84511566,2.113247,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,4,40,44.30128
09/14/2021 10:42:39,12.3076916,13.8461533,9.230768,15.3846149,12.6923084,1796.62769,1796.62769,1796.62769,1796.62769,199.6253,69.638504,4.84569931,2.11266327,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,3,40,44.30128
09/14/2021 10:42:40,25,23.4375,20.3125,32.8125,25.390625,1796.62878,1796.62878,1796.62878,1796.62878,199.625427,69.62392,4.8446846,2.113678,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,4,40,44.30128
09/14/2021 10:42:41,34.375,29.6875,34.375,50,37.109375,1796.62769,1796.62769,1796.62769,1796.62769,199.6253,69.5237045,4.83771133,2.12065125,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,9,40,44.30128
09/14/2021 10:42:42,67.1875,73.4375,70.3125,71.875,70.703125,1796.628,1796.628,1796.628,1796.628,199.625336,69.60528,4.8433876,2.114975,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,10,40,44.30128
09/14/2021 10:42:43,82.8125,87.5,75,89.0625,83.59375,1796.62817,1796.62817,1796.62817,1796.62817,199.625351,69.61268,4.84390259,2.11446,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,10,40,44.30128
09/14/2021 10:42:44,70.3125,64.0625,67.1875,75,69.140625,1796.62842,1796.62842,1796.62842,1796.62842,199.625381,69.58006,4.841633,2.11672974,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,7,40,44.30128
09/14/2021 10:42:45,23.0769215,15.3846149,13.8461533,30.76923,20.7692318,1796.62854,1796.62854,1796.62854,1796.62854,199.6254,69.56416,4.84052658,2.117836,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,5,40,44.30128
09/14/2021 10:42:46,23.0769215,13.8461533,24.6153831,26.1538448,21.9230766,1796.62683,1796.62683,1796.62683,1796.62683,199.625214,69.5822,4.84178162,2.116581,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,4,40,44.30128
09/14/2021 10:42:47,12.3076916,12.3076916,10.76923,24.6153831,14.9999981,1796.62842,1796.62842,1796.62842,1796.62842,199.625381,69.57738,4.841446,2.11691666,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,4,40,44.30128
09/14/2021 10:42:48,19.9999981,16.9230766,19.9999981,18.4615364,18.8461533,1796.62891,1796.62891,1796.62891,1796.62891,199.625427,69.5211258,4.837532,2.12083054,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,4,40,44.30128
09/14/2021 10:42:49,12.5,10.9375,17.1875,23.4375,16.015625,1796.62537,1796.62537,1796.62537,1796.62537,199.625031,69.57173,4.841053,2.11730957,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,4,40,44.30128
09/14/2021 10:42:50,15.625,20.3125,14.0625,21.875,17.96875,1796.63037,1796.63037,1796.63037,1796.63037,199.6256,69.5340652,4.83843231,2.11993027,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,5,40,44.30128
09/14/2021 10:42:51,32.8125,15.625,15.625,28.125,23.046875,1796.62939,1796.62939,1796.62939,1796.62939,199.625488,69.57375,4.841194,2.11716843,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,5,40,44.30128
09/14/2021 10:42:52,26.5625,32.8125,28.125,26.5625,28.515625,1796.62683,1796.62683,1796.62683,1796.62683,199.6252,69.57162,4.84104538,2.1173172,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,5,40,44.30128
09/14/2021 10:42:53,55.384613,58.4615364,76.92308,70.7692261,65.38461,1796.628,1796.628,1796.628,1796.628,199.625336,69.56795,4.84079,2.11757278,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,5,40,44.30128
09/14/2021 10:42:54,31.25,31.25,48.4375,45.3125,39.0625,1796.62939,1796.62939,1796.62939,1796.62939,199.625488,69.57205,4.841076,2.11728668,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,5,40,44.30128
09/14/2021 10:42:55,21.875,12.5,20.3125,17.1875,17.96875,1796.628,1796.628,1796.628,1796.628,199.625336,69.57337,4.84116745,2.11719513,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,4,40,44.30128
09/14/2021 10:42:56,14.0625,15.625,18.75,21.875,17.578125,1796.62817,1796.62817,1796.62817,1796.62817,199.625351,69.56685,4.8407135,2.117649,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,4,40,44.30128
09/14/2021 10:42:57,18.75,17.1875,20.3125,23.4375,19.921875,1796.62744,1796.62744,1796.62744,1796.62744,199.625275,69.5743,4.8412323,2.11713028,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,6,40,44.30128
09/14/2021 10:42:58,23.4375,21.875,26.5625,32.8125,26.171875,1796.62915,1796.62915,1796.62915,1796.62915,199.625473,69.54212,4.838993,2.11936951,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,6,40,44.30128
09/14/2021 10:42:59,18.4615364,16.9230766,18.4615364,15.3846149,17.3076859,1796.62781,1796.62781,1796.62781,1796.62781,199.62532,69.58061,4.841671,2.11669159,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,5,40,44.30128
09/14/2021 10:43:00,23.4375,20.3125,25,32.8125,25.390625,1796.62708,1796.62708,1796.62708,1796.62708,199.625229,69.53752,4.83867264,2.11969,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,4,40,44.3012924
09/14/2021 10:43:01,15.625,10.9375,17.1875,15.625,14.84375,1796.62854,1796.62854,1796.62854,1796.62854,199.6254,69.56499,4.840584,2.11777878,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,4,40,44.3012924
09/14/2021 10:43:02,20.3125,18.75,20.3125,34.375,23.4375,1796.62842,1796.62842,1796.62842,1796.62842,199.625366,69.5658,4.840641,2.11772156,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,4,40,44.3012924
09/14/2021 10:43:03,70.3125,60.9375,67.1875,75,68.359375,1796.62878,1796.62878,1796.62878,1796.62878,199.625412,69.56504,4.84058762,2.117775,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,4,40,44.3012924
09/14/2021 10:43:04,45.3125,39.0625,34.375,51.5625,42.578125,1796.62793,1796.62793,1796.62793,1796.62793,199.62532,69.56246,4.84040833,2.11795425,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,4,40,44.3012924
09/14/2021 10:43:05,17.1875,14.0625,17.1875,21.875,17.578125,1796.627,1796.627,1796.627,1796.627,199.625229,69.516304,4.83719635,2.12116623,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,4,40,44.3012924
09/14/2021 10:43:06,32.8125,20.3125,18.75,28.125,25,1796.62915,1796.62915,1796.62915,1796.62915,199.625458,69.55616,4.83996964,2.118393,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,4,40,44.3012924
09/14/2021 10:43:07,32.8125,23.4375,21.875,25,25.78125,1796.62878,1796.62878,1796.62878,1796.62878,199.625412,69.5466156,4.839306,2.1190567,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,4,40,44.3012924
09/14/2021 10:43:08,16.9230766,13.8461533,18.4615364,23.0769215,18.07692,1796.6272,1796.6272,1796.6272,1796.6272,199.625244,69.53231,4.83831024,2.12005234,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,3,40,44.3012924
09/14/2021 10:43:09,28.125,25,26.5625,35.9375,28.90625,1796.62817,1796.62817,1796.62817,1796.62817,199.625351,69.54492,4.83918762,2.119175,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,3,40,44.3012924
09/14/2021 10:43:10,31.25,31.25,34.375,34.375,32.8125,1796.62817,1796.62817,1796.62817,1796.62817,199.625351,69.53823,4.838722,2.11964035,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,3,40,44.3012924
09/14/2021 10:43:11,20.3125,17.1875,25,23.4375,21.484375,1796.62756,1796.62756,1796.62756,1796.62756,199.62529,69.53286,4.83834839,2.12001419,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,7,40,44.3012924
09/14/2021 10:43:12,35.9375,40.625,39.0625,43.75,39.84375,1796.63074,1796.63074,1796.63074,1796.63074,199.625626,69.52672,4.837921,2.12044144,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,5,40,44.3012924
09/14/2021 10:43:13,59.375,67.1875,71.875,82.8125,70.3125,1796.62634,1796.62634,1796.62634,1796.62634,199.625137,69.5283051,4.838032,2.12033081,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,5,40,44.3012924
09/14/2021 10:43:14,39.9999962,33.8461533,41.53846,39.9999962,38.8461456,1796.62842,1796.62842,1796.62842,1796.62842,199.625381,69.49695,4.83585,2.12251282,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,4,40,44.3012924
09/14/2021 10:43:15,6.25,25,17.1875,28.125,19.140625,1796.62683,1796.62683,1796.62683,1796.62683,199.6252,69.51411,4.837044,2.12131882,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,3,40,44.3012924
09/14/2021 10:43:16,13.8461533,13.8461533,12.3076916,10.76923,12.6923084,1796.62927,1796.62927,1796.62927,1796.62927,199.625473,69.50846,4.836651,2.12171173,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,3,40,44.3012924
09/14/2021 10:43:17,18.75,25,18.75,35.9375,24.609375,1796.62927,1796.62927,1796.62927,1796.62927,199.625473,69.51329,4.83698654,2.121376,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,4,40,44.3012924
09/14/2021 10:43:18,26.1538448,30.76923,27.6923065,32.30769,29.2307682,1796.62781,1796.62781,1796.62781,1796.62781,199.6253,69.51767,4.83729172,2.12107086,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,4,40,44.3012924
09/14/2021 10:43:19,28.125,35.9375,25,43.75,33.203125,1796.62744,1796.62744,1796.62744,1796.62744,199.625275,69.52069,4.83750153,2.120861,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,6,40,44.3012924
09/14/2021 10:43:20,15.625,12.5,12.5,17.1875,14.453125,1796.62842,1796.62842,1796.62842,1796.62842,199.625381,69.51844,4.837345,2.12101746,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,4,40,44.3012924
09/14/2021 10:43:21,21.875,18.75,20.3125,25,21.484375,1796.62793,1796.62793,1796.62793,1796.62793,199.62532,69.5244141,4.837761,2.12060165,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,10,40,44.3012924
09/14/2021 10:43:22,68.75,67.1875,76.5625,70.3125,70.703125,1796.6283,1796.6283,1796.6283,1796.6283,199.625366,69.614,4.843994,2.11436844,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,9,40,44.3012924
09/14/2021 10:43:23,86.15385,81.53846,86.15385,92.30769,86.53846,1796.62756,1796.62756,1796.62756,1796.62756,199.62529,69.65352,4.84674454,2.111618,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,13,40,44.3012924
09/14/2021 10:43:24,89.0625,84.375,87.5,93.75,88.671875,1796.62891,1796.62891,1796.62891,1796.62891,199.625427,69.7072449,4.850483,2.10787964,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,13,40,44.3012924
09/14/2021 10:43:25,80,78.46154,76.92308,81.53846,79.23077,1796.62854,1796.62854,1796.62854,1796.62854,199.6254,69.98092,4.869526,2.08883667,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,8,40,44.3012924
09/14/2021 10:43:26,54.6875,48.4375,51.5625,64.0625,54.6875,1796.62268,1796.62268,1796.62268,1796.62268,199.624741,70.20596,4.88518524,2.07317734,51.0000038,214,300,0.700000048,0,39,300.009979,666.06,9,40,44.3012924
09/14/2021 10:43:27,87.5,82.8125,78.125,85.9375,83.59375,1796.63269,1796.63269,1796.63269,1796.63269,199.625854,70.30606,4.892151,2.0662117,51.0000038,214,300,0.700000048,0,40,300.009979,666.06,8,40,44.3012924
09/14/2021 10:43:28,98.4375,98.4375,100,100,99.21875,1796.62817,1796.62817,1796.62817,1796.62817,199.625351,70.49098,4.905018,2.05334473,51.0000038,214,300,0.700000048,0,40,300.009979,666.06,8,40,44.3012924
09/14/2021 10:43:29,100,100,100,98.4375,99.609375,1796.62842,1796.62842,1796.62842,1796.62842,199.625381,70.53856,4.908329,2.05003357,51.0000038,214,300,0.700000048,0,41.0000038,300.009979,666.06,10,40,44.3012924
09/14/2021 10:43:30,100,100,100,100,100,1796.62769,1796.62769,1796.62769,1796.62769,199.62529,70.59909,4.91254044,2.04582214,51.0000038,214,300,0.700000048,0,41.0000038,300.009979,666.06,16,40,44.3013344
09/14/2021 10:43:31,92.1875,90.625,93.75,87.5,91.015625,1796.62915,1796.62915,1796.62915,1796.62915,199.625458,70.49481,4.905285,2.0530777,51.0000038,214,300,0.700000048,0,41.0000038,300.009979,666.06,16,40,44.3013344
09/14/2021 10:43:32,100,100,100,100,100,1796.6283,1796.6283,1796.6283,1796.6283,199.625366,70.50386,4.90591431,2.05244827,51.0000038,214,300,0.700000048,0,41.0000038,300.009979,666.06,20,40,44.3013344
09/14/2021 10:43:33,100,100,100,100,100,1796.62866,1796.62866,1796.62866,1796.62866,199.6254,70.52831,4.90761566,2.050747,51.0000038,214,300,0.700000048,0,41.0000038,300.009979,666.06,19,40,44.3013344
09/14/2021 10:43:34,100,100,100,100,100,1796.6261,1796.6261,1796.6261,1796.6261,199.625122,70.6586761,4.916687,2.04167557,51.0000038,214,300,0.700000048,0,41.0000038,300.009979,666.06,21,40,44.3013344
09/14/2021 10:43:35,100,100,100,100,100,1796.63037,1796.63037,1796.63037,1796.63037,199.6256,70.83104,4.92868042,2.02968216,51.0000038,214,300,0.700000048,0,41.0000038,300.009979,666.06,15,40,44.3013344
09/14/2021 10:43:36,100,100,100,100,100,1796.6272,1796.6272,1796.6272,1796.6272,199.625244,70.82829,4.92848969,2.029873,51.0000038,214,300,0.700000048,0,41.0000038,300.009979,666.06,17,40,44.3013344
09/14/2021 10:43:37,100,100,100,100,100,1796.628,1796.628,1796.628,1796.628,199.625336,70.83734,4.929119,2.02924347,51.0000038,214,300,0.700000048,0,41.0000038,300.009979,666.06,16,40,44.3013344
09/14/2021 10:43:38,100,100,98.4375,100,99.609375,1796.62866,1796.62866,1796.62866,1796.62866,199.625412,71.01463,4.941456,2.01690674,51.0000038,214,300,0.700000048,0,41.0000038,300.009979,666.06,10,40,44.3013344
09/14/2021 10:43:39,100,100,100,100,100,1796.6283,1796.6283,1796.6283,1796.6283,199.625366,71.2601852,4.958542,1.99982071,51.0000038,214,300,0.700000048,0,41.0000038,300.009979,697.91,5,40,44.3013344
09/14/2021 10:43:40,90.625,90.625,89.0625,89.0625,89.84375,1796.628,1796.628,1796.628,1796.628,199.625336,71.24675,4.95760727,2.00075531,51.0000038,214,300,0.700000048,0,41.0000038,300.009979,845.32,2,40,44.3013344
09/14/2021 10:43:41,68.75,76.5625,85.9375,93.75,81.25,1796.62866,1796.62866,1796.62866,1796.62866,199.6254,71.3265152,4.96315765,1.99520493,52.0000038,214,300,0.700000048,0,41.0000038,300.009979,900.449951,1,40,44.3013344
09/14/2021 10:43:42,56.25,65.625,65.625,67.1875,63.671875,1796.62793,1796.62793,1796.62793,1796.62793,199.62532,71.30722,4.961815,1.9965477,52.0000038,214,300,0.700000048,0,41.0000038,300.009979,921.079956,0,40,44.3013344
09/14/2021 10:43:43,81.25,90.625,98.4375,96.875,91.796875,1796.6283,1796.6283,1796.6283,1796.6283,199.625366,71.35223,4.96494675,1.99341583,52.0000038,214,300,0.700000048,0,41.0000038,300.009979,928.579956,0,40,44.3013344
09/14/2021 10:43:44,87.5,85.9375,90.625,81.25,86.328125,1796.62817,1796.62817,1796.62817,1796.62817,199.625351,71.530014,4.977318,1.98104477,52.0000038,214,300,0.700000048,0,41.0000038,300.009979,931.36,3,40,44.3013344
09/14/2021 10:43:45,76.5625,76.5625,76.5625,78.125,76.953125,1796.62817,1796.62817,1796.62817,1796.62817,199.625351,71.81503,4.99715042,1.96121216,52.0000038,214,300,0.700000048,0,41.0000038,300.009979,932.389954,3,40,44.3013344
09/14/2021 10:43:46,100,100,100,100,100,1796.62756,1796.62756,1796.62756,1796.62756,199.62529,71.89371,5.00262451,1.95573807,52.0000038,214,300,0.700000048,0,41.0000038,300.009979,932.759949,5,40,44.3013344
09/14/2021 10:43:47,95.38461,95.38461,96.92308,100,96.92308,1796.628,1796.628,1796.628,1796.628,199.625336,71.93011,5.00515747,1.95320511,52.0000038,214,300,0.700000048,0,41.0000038,300.009979,932.889954,8,40,44.3013344
09/14/2021 10:43:48,85.9375,87.5,85.9375,84.375,85.9375,1796.6283,1796.6283,1796.6283,1796.6283,199.625366,71.82594,4.99790955,1.960453,52.0000038,214,300,0.700000048,0,42.0000038,300.009979,932.94,7,40,44.3013344
09/14/2021 10:43:49,73.4375,78.125,68.75,73.4375,73.4375,1796.62585,1796.62585,1796.62585,1796.62585,199.625092,71.1285553,4.949383,2.0089798,52.0000038,214,300,0.700000048,0,42.0000038,300.009979,932.94,14,40,44.3013344
09/14/2021 10:43:50,90.625,92.1875,92.1875,98.4375,93.359375,1796.63025,1796.63025,1796.63025,1796.63025,199.62558,70.69031,4.918888,2.03947449,52.0000038,214,300,0.700000048,0,42.0000038,300.009979,932.94,14,40,44.3013344
09/14/2021 10:43:51,54.6875,51.5625,54.6875,56.25,54.296875,1796.62866,1796.62866,1796.62866,1796.62866,199.625412,70.666626,4.91724,2.04112244,52.0000038,214,300,0.700000048,0,41.0000038,300.009979,824.69,14,40,44.3013344
09/14/2021 10:43:52,67.1875,67.1875,75,67.1875,69.140625,1796.62793,1796.62793,1796.62793,1796.62793,199.62532,70.63198,4.91482925,2.04353333,52.0000038,214,300,0.700000048,0,41.0000038,300.009979,724.54,17,40,44.3013344
09/14/2021 10:43:53,92.1875,93.75,96.875,100,95.703125,1796.62781,1796.62781,1796.62781,1796.62781,199.6253,70.646286,4.915825,2.04253769,52.0000038,214,300,0.700000048,0,41.0000038,300.009979,687.6,15,40,44.3013344
09/14/2021 10:43:54,93.75,95.3125,98.4375,93.75,95.3125,1796.62891,1796.62891,1796.62891,1796.62891,199.625443,70.76563,4.92412949,2.034233,52.0000038,214,300,0.700000048,0,41.0000038,300.009979,673.94,16,40,44.3013344
09/14/2021 10:43:55,98.4375,98.4375,96.875,98.4375,98.046875,1796.62769,1796.62769,1796.62769,1796.62769,199.6253,70.67326,4.91770172,2.04066086,52.0000038,214,300,0.700000048,0,41.0000038,300.009979,676.85,16,40,44.3013344
